,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
4008,800341,SGBJUNE29   ,G ,B,6318.0,6318.0,6318.0,6318.0,6318.0,6275.0,1,1,6318.0,
4009,800342,SGBJUN29A   ,G ,B,6299.0,6299.0,6299.0,6299.0,6299.0,6276.9,3,7,44093.0,
4010,800367,SGBJULY29   ,G ,B,6340.0,6349.99,6340.0,6349.99,6349.99,6300.0,5,60,380667.0,
4011,800385,SGBAUG29    ,G ,B,6232.01,6232.01,6226.0,6226.0,6226.0,6285.0,2,10,62290.0,
4012,800434,SGBNOV29    ,G ,B,6370.0,6370.0,6370.0,6370.0,6370.0,6300.0,2,9,57330.0,
4013,800439,SGBMARCH30  ,G ,B,6320.0,6320.0,6320.0,6320.0,6320.0,6349.0,1,20,126400.0,
4014,800441,754GOI2036  ,G ,B,102.6,102.65,101.95,102.65,102.65,102.6,9,59000,6049869.0,
4015,800442,738GOI2027  ,G ,B,101.3,101.3,101.05,101.2,101.25,101.3,12,6968,704830.0,
4016,800445,669GOI2024  ,G ,B,97.11,97.11,97.11,97.11,97.11,99.6,1,2,194.0,
4017,800488,SGBAUG30    ,G ,B,6335.0,6440.0,6331.0,6381.0,6381.0,6368.33,10,53,338576.0,
4018,800489,74GOI2062   ,G ,B,100.95,100.95,100.95,100.95,100.95,105.1,1,100,10095.0,
4019,800505,GS19MAR2031 ,G ,B,59.85,59.85,59.85,59.85,59.85,0.0,4,20100,1202985.0,
4020,800517,GS19SEP2058 ,G ,B,15.25,16.75,15.25,15.25,15.25,15.25,10,27,431.0,
4021,800573,SGBDEC30    ,G ,B,6325.0,6325.0,6325.0,6325.0,6325.0,6300.0,2,6,37950.0,
4022,800575,SGBMAR31    ,G ,B,6345.0,6345.0,6345.0,6345.0,6345.0,6304.32,1,3,19035.0,
4023,800580,SGBJUNE31   ,G ,B,6314.5,6320.0,6300.0,6319.99,6319.99,6309.77,65,263,1660159.0,
4024,800584,73GOI2053   ,G ,B,99.8,99.8,99.8,99.8,99.8,99.0,3,21,2095.0,
4025,800596,SGBSEP31    ,G ,B,6319.99,6338.0,6319.0,6322.73,6331.99,6318.5,74,449,2841434.0,
4026,804846,182TB060624 ,G ,B,95.0,95.01,94.72,95.01,95.01,0.0,3,101,9567.0,
4027,804847,364TB051224 ,G ,B,91.58,91.58,91.58,91.58,91.58,0.0,1,100,9158.0,
4028,890157,AIRTELPP    ,A ,Q,632.6,644.25,632.6,642.6,641.4,631.45,51,425,272877.0,
4029,890168,AURUMPP     ,B ,Q,65.25,68.25,63.75,64.0,64.0,65.5,905,36588,2360466.0,
4030,890180,AARTIPP     ,B ,Q,404.6,405.0,395.0,400.0,400.0,404.0,19,52,20817.0,
4031,890181,SGRLPP      ,B ,Q,570.0,570.05,570.0,570.0,570.0,585.0,3,7,3990.0,
4032,935321,990IFCI24F  ,F ,D,1008.02,1027.0,1008.02,1008.1,1008.1,1008.0,5,759,765278.0,
4033,935383,849NTPC25   ,F ,D,10.65,10.7,10.65,10.67,10.67,10.65,36,9804,104597.0,
4034,935506,736PFC25    ,F ,D,1042.0,1043.0,1032.25,1032.25,1032.25,1032.01,5,413,428334.0,
4035,935574,753IRFC30   ,F ,D,1132.1,1132.1,1132.1,1132.1,1132.1,1121.0,1,41,46416.0,
4036,935580,739NHAI26   ,F ,D,1085.5,1085.5,1085.5,1085.5,1085.5,1090.0,1,5,5427.0,
4037,935584,76NHAI31    ,F ,D,1194.0,1209.0,1194.0,1209.0,1209.0,1183.01,11,204,244635.0,
4038,935674,769HUDCO31  ,F ,D,1123.25,1125.25,1123.25,1125.25,1125.25,1126.5,2,75,84293.0,
